show,rating,title,content,company,author,date
The King and I,8,"‘The King and I’ review: Kelli O’Hara and Ken Watanabe lead Lincoln Center’s grand, graceful Broadway revival","As scenery and the stage floor glide, it's as though the audience is pulled along with Anna toward the gleaming palace and a new life. We're there with her. And just like that, this splendid revival emerges as majestic and intimate simultaneously...O'Hara more than delivers in her sterling star turn. She conveys Anna's feistiness and fair-mindedness in her acting and silky singing...You believe that Anna knows of romance when she sings ""Hello, Young Lovers""...Japanese star Ken Watanabe...gives O'Hara plenty to play off as the proud Siamese monarch...Watanabe's appealing take is looser and lighter. His English is a work in progress, so sometimes his lines and lyrics are blurry. It sort of works for a story of cultural collisions and changing times. O'Hara and Watanabe share warm chemistry, and when Anna and the king clasp each other tight for the joyous ""Shall We Dance?"" no words are needed.",NY Daily News,Joe Dziemianowicz,04/16/2015
The King and I,8,'The King and I' theater review,"The King and I"" holds up incredibly well as a piece of drama. The songs are beautiful, the characters are complex and its themes of democratization, cultural miscommunication and gender inequality are timely. Sher's production, which features a 51-member cast and a 29-piece orchestra, is generally impressive and satisfying...It is very difficult to understand what Watanabe is saying. He has an imposing presence and highly theatrical spirit, but his diction stops the show in its tracks. O'Hara, one of the finest actresses working in musical theater today, delivers a fine, sympathetic performance as the staunch Anna, but it is hardly as captivating as her sexy Nellie. The standout of the production is Ruthie Ann Miles as Lady Thiang, the King's chief wife, who understands him better than anyone else.",amNY,Matt Windman,04/16/2015
The King and I,8,Ken Watanabe Is A Puzzlement In Stunning ‘King And I’ Revival,"Now comes The King And I, in one of the most elegantly beautiful and beautifully sung productions I've ever seen, and the Beaumont looks like a living treasure chest for a director with the right vision and a company that can command a vast space and make it feel like your living room...Sher and his collaborator in dance Christopher Gattelli honor the originators of these shows while breathing fresh life into them...O'Hara is supremely comfortable in these R&H roles of independent-minded women in extraordinary predicaments, whether Ensign Nellie Forbush or Anna Leonowens. Her singing seems effortless and her Anna is determined yet tender...Watanabe...is strong, sexy and bewildered in a role forever owned by Yul Brynner. It takes a long time for this King and Anna to generate real electricity, but when it comes, in ""Shall We Dance?"" it's shiver-inducing.",Deadline,Jeremy Gerard,04/16/2015
The King and I,8,Theater Review: Shall We Dance Once Again? The King and I Returns,"...the revival that opened tonight...is too beautiful to miss...Sher's production is the frankest, and sexiest, I've ever seen. It is also the saddest...The degree to which you want the characters to acknowledge and act on their attraction is a bit of a shock, considering the personal and cultural implications...It takes extraordinary acting and singing to build and sustain such moments. No surprise that O'Hara handles the singing easily; she has perhaps the most naturally beautiful voice on Broadway. But Anna also gives her the opportunity to dispense with the niceness that has sometimes threatened to flatten her stage persona. She has a terrific sparring partner in Watanabe...Though he's occasionally unintelligible, I never failed to understand him, and his conception of the king as a complicated blend of spoiled teenager and spiritual striver made a more convincing case for him than I've previously experienced.",Vulture,Jesse Green,04/16/2015
Ain't Too Proud,9,"The Temptations Broadway Jukebox Musical, ‘Ain’t Too Proud,’ Is a Gold-Standard Triumph","Oh no, the heart sinks, another jukebox musical on Broadway. So many-Cher, Donna Summer-have been varying degrees of cringe. But after leaving Ain't Too Proud: The Life and Times of The Temptations, which opened tonight at the Imperial Theatre (to November 24), a happy revelation: This jukebox musical not only has life, it also has wit, intelligence, while also looking stunning and full of energy.",Daily Beast,Tim Teeman,03/21/2019
Ain't Too Proud,8,Review: An All-Star Team in the Temptations Musical ‘Ain’t Too Proud’,"While honoring all the expected biomusical clichés, which include rolling out its subjects' greatest hits in brisk and sometimes too fragmented succession, this production refreshingly emphasizes the improbable triumph of rough, combustible parts assembled into glistening smoothness.",New York Times,Ben Brantley,03/21/2019
Ain't Too Proud,8,BWW Review: The Temptations Balance Crossover Success and Racial Identity in Dominique Morisseau's AIN'T TOO PROUD,"While the great Motown songs like ""Just My Imagination,"" ""Get Ready"" and ""Papa Was a Rollin' Stone"" may be AIN'T TOO PROUD's main attraction, Morisseau's well-crafted storytelling proves just as important as the musical memories. This is the Broadway debut for the MacArthur Genius Grant recipient whose brilliant Off-Broadway contributions have included SKELETON CREW, PIPELINE and the trio of plays making up THE DETROIT PROJECT. Perhaps the next time her work appears on Broadway, the main attraction will be the music made by this exciting playwright's words.",BroadwayWorld,Michael Dale,03/21/2019
Ain't Too Proud,8,'Ain't Too Proud: The Life and Times of The Temptations': Theater Review,"There's some overlap here with 2015's Motown: The Musical, which covered a broader swath of the legendary hit factory's history. But this is the superior show, less pedestrian in its storytelling, if not without its own limitations. Those lie primarily in the workmanlike book, which settles on the memoir of Otis Williams, the Temptations' last surviving founding member, as its sole source. It also tries for such exhaustive detail that the narration almost literally never stops, while somehow making commercial success seem the easy part.",Hollywood Reporter,David Rooney,03/21/2019
Ain't Too Proud,8,‘Ain’t Too Proud’ Broadway Review: The Temptations Fight the Grind of Fame,"Real drama doesn't arrive until singer Al Bryant (Jarvis B. Manning Jr.) is replaced by David Ruffin (Ephraim Sykes). There are four more musicals to opens this Broadway season, but it's difficult to imagine a performer more energized in any of them than Sykes. His superstar-making turn as Ruffin sums up that old adage about the brightest burning out the fastest.",The Wrap,Robert Hofler,03/21/2019
Ain't Too Proud,8,'Ain't Too Proud' review: Temptations jukebox musical plays it safe,"""Jersey Boys"" meets ""Motown"" in ""Ain't Too Proud: The Life and Times of The Temptations,"" the latest biographical/backstage rock and roll jukebox musical to hit Broadway and market itself to the baby-boomer demographic. And while not exactly profound or original, it makes for slick, straightforward, tuneful and altogether pleasant entertainment.",amNY,Matt Windman,03/21/2019
Ain't Too Proud,8,Ain't Too Proud musical brings the Temptations to Broadway: EW review,What makes Beg memorable is the sheer overwhelming talent of the cast. Even if no one character has enough time or space in the script to fill in the contours of a full personality beyond a few fast details - baritone Otis Williams liked his suits electric blue; Falsetto king Eddie Kendricks got the nickname Corn because he... loved cornbread! - they can still bring every sweet harmony and cross-step.,Entertainment Weekly,Lea Greenblatt,03/21/2019
Ain't Too Proud,8,"Theater Review: ""Ain't Too Proud""","The big draw of course are those timeless Motown tunes-most of them written by Smokey Robinson and Norman Whitfield: ""My Girl,"" ""Ain't Too Proud To Beg,"" ""Papa Was A Rolling Stone."" And thankfully, Director Des McAnuff put the songs front and center, bringing out the best in his outrageously talented company. But when it comes to biographical shows, it's nearly impossible to break from the clichéd formulas-the rise from rags to riches, the ravages of fame, the usual demons: drugs, booze, family sacrifice; and all of it magnified by the ever-present specter of racism.",NY1,Roma Torre,03/21/2019
Ain't Too Proud,7,Temptations’ music elevates by-the-numbers ‘Ain’t Too Proud’,"""Ain't Too Proud"" arrived on Broadway Thursday night buoyed by a surge of nostalgia and a slew of Motown hits. But anyone who's seen the earlier jukebox shows ""Jersey Boys"" or ""Motown: The Musical"" is bound to feel a dull sense of déja vu.",New York Post,Joe Dziemianowicz,03/21/2019
Ain't Too Proud,7,Broadway Review: ‘Ain’t Too Proud’,"But polished performances, slick choreography (by Sergio Trujillio) and a slate of 31 Motown tunes should satisfy audiences who might not be looking for probing storytelling, as long as the show delivers well-performed hits. That it does, as it centers on the story of the classic quintet of performers singing ""Cloud Nine,"" ""If You Don't Know Me By Now,"" ""My Girl,"" ""I'm Gonna Make You Love Me"" and the title song, among others - including some songs that weren't the group's own.",Variety,Frank Rizzo,03/21/2019
Ain't Too Proud,7,'Ain't Too Proud' review: Familiar hits bolster a familiar story,"Told through the deep, memorable Motown catalog, the show, directed by Des McAnuff (""Jersey Boys""), works best when it relies on great songs like ""Papa Was a Rollin' Stone,"" ""My Girl,"" ""In the Still of the Night"" (though many are frustratingly interrupted or cut short). Choreographer Sergio Trujillo gives the singers slick moves considerably more polished than the originals ever managed, while Robert Brill's efficient turntable set is highlighted by Peter Nigrini's projections that provide location and historical context.",Newsday,Barbara Schuler,03/21/2019
Ain't Too Proud,6,"‘Ain’t Too Proud: The Life and Times of The Temptations’ Review: Soulful Songs, Leaden Book","'Ain't Too Proud,"" the new Temptations jukebox biomusical, is a Broadway musical for people who don't like Broadway musicals-or maybe for people who like only jukebox biomusicals. The score, which includes such chart-topping hits of the '60s and '70s as ""My Girl"" and ""Papa Was a Rollin' Stone,"" is terrific, as are the singing and pit band, but Sergio Trujillo's choreography is way too slick-the real-life Temptations moved like street-corner kids from Detroit, not glammed-up 42nd Street gypsies-and the projection-heavy set design is ploddingly dull. As for Dominique Morisseau's book, it sounds as though a roomful of ad executives wrote it.",Wall Street Journal,Terry Teachout,03/21/2019
Ain't Too Proud,6,Ain't Too Proud—The Life and Times of The Temptations,"It is Motown the Musical by way of Jersey Boys, with a soupçon of Dreamgirls in the Act One finale that makes you wish that the intragroup dynamics were more fully developed throughout. But Des McAnuff and choreographer Sergio Trujillo, who also collaborated on Jersey Boys, keep things speeding along: The conveyer belts and turntables of Robert Brill's set are hardly ever still, and the dancing represents a highly amped-up version of the Temptations' actual moves (sometimes at a slight cost to vocal precision). The songs do their work, and the ensemble casts shines whenever it gets a chance; Rashidra Scott makes an impression as Otis's ex-wife, for example, as does Saint Aubyn as Ruffin's peevish replacement, Dennis Edwards. As musical theater, Ain't Too Proud could generously be described as shameless. But as an evening of musical entertainment, it ain't too shabby.",TimeOut NY,Adam Feldman,03/21/2019
Ain't Too Proud,6,Ain't Too Proud review – thrilling music but shallow drama in Temptations musical,"There's a chilly irony at the shrink-wrapped heart of Ain't Too Proud: The Life and Times of the Temptations, the thrillingly performed and dramatically static jukebox musical on Broadway. This is a musical that's about (if it's about anything) the perils of fame. And a goose of fame is what it offers to the Temptations, the consummate R&B group that has been grooving in unison for almost six decades.",Guardian,Alexis Soloski,03/21/2019
Ain't Too Proud,6,"‘Ain’t Too Proud’ Broadway Review: The Temptations, Saved By Song","Ain't Too Proud - The Life and Times of The Temptations is further proof, as if we need it, that the term ""jukebox musical"" just isn't fair - to jukeboxes. Feed a juke some cash and it delivers music, free of the blunt exposition that passes for librettos in so many of these stage biographies. Even with source material as glorious as ""My Girl,"" ""Just My Imagination,"" ""Papa Was A Rolling Stone"" and the song that gives this production its title, the result feels less celebratory than ruthlessly efficient, like the treadmill device that's forever moving the ever-changing Temptations line-up on, off and around the Imperial Theatre's stage.",Deadline,Greg Evans,03/21/2019
Ain't Too Proud,6,"'Ain't Too Proud,' the tale of The Temptations, needed to tell its own story","""Ain't Too Proud"" has a wholly conventional structure, as if everyone involved didn't want to run any kind of counter-narrative to that of Williams or upset Berry Gordy (Jahi Kearse), whose persona here is exactly like his persona in ""Motown the Musical."" Fascinating issues like the band's appeal to white audiences, its need to tour in the South, its internal debates over whether it should sing Smokey Robinson ballads or Norman Whitfield soul, the drug use among many of its members and the complexity of Williams' own personal life are brought up but quickly and often awkwardly dismissed. Such are the perils of doing legacy-creating shows about living people with ownership interests in the material.",NY Daily News,Chris Jones,03/21/2019
Ain't Too Proud,6,Theater Review: A Temptations Bio-Musical and What Coulda Been,"What's interesting, though, is that so many of these songs are presented only in part, tossed in as if to whet our appetites only before the biographical plot, such as it is, trundles along. The ushers who seat you for Ain't Too Proud encourage you to clap, sing along, and respond to the show, and looking around, I could tell that my audience was hungry to do so. This was a house of fans. They wanted a nostalgic blowout concert, and as so many songs peeped in and out without a real finish, you could feel their applause anxiety growing. You can't build a whole musical out of climaxes, but you also don't want a house full of blue balls. And when the big finishes do come around, they don't quite smash through the ceiling. They're pleasing without being rapturous.",Vulture,Sara Holdren,03/21/2019
Aladdin,9,It's genie-us! 'Aladdin' rubs you the right way,"You may recognize the song from the 1992 animated movie on which this new musical, which opened Thursday at the New Amsterdam Theatre, is based. In the film version, Friend is sung by Robin Williams, voicing the role of the genie who comes to our titular hero's aid, at his most breathlessly ebullient. It's an act that would be impossible to reproduce, so Iglehart, abetted by director/choreographer Casey Nicholaw, simply tops it. By the end of the number - which includes a game-show segment, a medley of tunes from other Disney musicals and a succession of winking, twinkling chorus lines - Iglehart's Genie is deliriously huffing and puffing; the audience, which responded at a recent preview with a standing ovation, is just as giddy. If Disney Theatrical's latest production doesn't sustain that frenzied high throughout, it delivers a rush that may surprise folks who attend either as chaperones or to relive their own youths.",USA Today,Elysa Gardner,03/20/2014
Aladdin,8,Sly Alchemy From That Lamp,"The prospect of ""Aladdin,"" promising another weary night in the presence of a spunky youngster and wisecracking animals, didn't exactly set my heart racing. But this latest musical adapted from one of Disney's popular movies, which opened on Thursday night at the New Amsterdam Theater, defied my dour expectations. As directed and choreographed (and choreographed, and choreographed) by Casey Nicholaw, and adapted by the book writer Chad Beguelin, ""Aladdin"" has an infectious and only mildly syrupy spirit. Not to mention enough baubles, bangles and beading to keep a whole season of ""RuPaul's Drag Race"" contestants in runway attire.",New York Times,Charles Isherwood,03/20/2014
Aladdin,8,"Review: Disney hits magic again with 'Aladdin' on Broadway, thanks to a new Genie","It's spritely directed and choreographed by Casey Nicholaw, well sung by a huge 35-person cast wearing an alarming number of harem pants, and hits that sweet spot Disney Theatrical Productions do so well, a saccharine fairy tale for the kids cut by some sly, vinegary quips for their parents...Adam Jacobs stars as a sweet, hunky Aladdin -- or ""Al"" as he's called -- and Courtney Reed is his stunning-looking Jasmine, in a little need of some theatrical seasoning but with grooming seemingly straight off Bravo's ""Shahs of Sunset."" A welcome bit of casting is having Jonathan Freeman return as Jafar, the same role he voiced in the animated film. He is simply delicious, relishing his evilhood. One of the biggest obstacles into turning this property into a stage musical has been the blue elephant in the room, the Genie. How can you possibly have a real actor play the shape-shifting, manic talking spirit that Robin Williams so wonderfully portrayed on film? You apparently hire Iglehart, a cartwheeling, high kicking big man who can sing and goof. His extended scene in a cave prompts some theatergoers to give him a standing ovation -- and the show's not even half over.",Associated Press,Mark Kennedy,03/20/2014
Aladdin,8,'Aladdin' Proves Its Worth on Broadway,"Billing notwithstanding, the real star of ""Aladdin"" is James Monroe Iglehart, who plays the guy in the lamp, a part that was voiced in the movie by Robin Williams at his most frenetic. Mr. Iglehart is just as energetic, though his approach is different: His Genie is a hopped-up cross between Fats Waller and Cab Calloway. (Not surprisingly, he looks stupendous in an aquamarine zoot suit.) ""Friend Like Me,"" his big first-act number, comes within a cat's whisker of stopping the show. The trouble is that nothing else in the first act can touch it. Adam Jacobs and Courtney Reed, who play Aladdin and his princess, are pretty but bland, and the temperature doesn't start rising again until the magic-carpet ride, which comes after intermission and is the slickest thing to hit Broadway since the flying car in ""Chitty Chitty Bang Bang."" From then on, ""Aladdin"" becomes fun and stays that way.",Wall Street Journal,Terry Teachout,03/20/2014
Aladdin,8,Aisle View: Brass Lamp Turns Gold,"Director/choreographer Nicholaw (of Book of Mormon) is one of Broadway's top musical comedy guys nowadays, as demonstrated by ""Friend Like Me."" The rest of his first act, though, seems restrained and merely atmospheric. The scenery by Bob Crowley is effective, but without the extra-special touch he has brought to various projects in the past (including Mary Poppins and this season's Glass Menagerie). The always-expert Natasha Katz creates magical images with her lighting, while Gregg Barnes (of Follies and Kinky Boots) outdoes himself with costumes that bring new meaning to the word resplendent. The sound, though, is so over-amplified that it obscures what are probably first-rate orchestrations by Danny Troob. Score Aladdin a considerable win for Disney, likely to fill the New Amsterdam with happy crowds for seasons to come. Better than Little Mermaid, Aida and Tarzan, though not exactly a knockout.",Huffington Post,Steven Suskin,03/20/2014
Aladdin,8,'Aladdin' Broadway Review: A Smooth Ride for the Family Crowd,"The cartoonish musical is modelled after snappy 1960s Broadway musical comedies, complete with passing scenes staged ""in-one"" in front of a curtain to cover changes in décor. Sure, that's retro, but it suits the light-hearted material as well as a Disney crowd who probably prefers familiar formats. Casey Nicholaw, an ace director-choreographer, maintains a slightly tongue-in-cheek quality throughout the fast-moving show, especially in his frisky dances that, with their sinuous arm gestures, synchronized moves and general acrobatics, often suggest Bollywood production numbers. A lively and good-looking ensemble expertly undulates through the sometimes zany choreography.",New Jersey Newsroom,Michael Sommers,03/20/2014
Aladdin,7,Aladdin: Theater Review,"Its exotic Middle Eastern setting and multiethnic cast aside, Aladdin offers less ""A Whole New World"" - to quote its signature song - than a traditional Disney fairy-tale realm; it's perhaps the most old-school of the company's screen-to-stage adaptations since Beauty and the Beast. But that shouldn't deter audiences from making this splashy Arabian Nights wish-fulfillment fantasy into a family-friendly hit. Directed and choreographed by musical comedy specialist Casey Nicholaw with loads of retro showmanship, an unapologetic embrace of casbah kitsch and a heavy accent on shtick, this is sweet, silly fun. It's not the most sophisticated entertainment, but the target demographic won't mind at all.",Hollywood Reporter,David Rooney,03/20/2014
Aladdin,7,'Aladdin' review: Sweet Broadway Disney,"The carpet flies, kids, and it's awesome. Aladdin, an urchin from the streets, and Princess Jasmine float far away into the extremely twinkly sky. Such awesomeness, of course, is to be expected from ""Aladdin,"" Disney's latest Broadway translation of a beloved animated fantasy. But what's a whole new world, as the song promises, is the almost modest, down-to-earth human scale of director-choreographer Casey Nicholaw's big, cheerful production -- an enjoyable throwback to old-time musical comedy.",Newsday,Linda Winer,03/20/2014
Aladdin,7,Review: “Aladdin” Will Leave You Dreaming Of Genie,"Don't be fooled by the title of Disney's latest film-to-stage transfer. ""Aladdin"" may be named after its lead street urchin character, but the musical comedy that just opened at the New Amsterdam Theatre is all about one character: the Genie. That's due to the casting of the energetic James Monroe Iglehart, who all but erases the memory of Robin Williams, the voice of the Genie in the 1992 animated film. It's rare that you see an actor playing a character he was born to play in a career-defining performance. Iglehart, last seen on Broadway in ""Memphis,"" uses his background in improv to create a comedic and charismatic Genie, who's equal parts Fats Waller, Luther Vandross and Oprah Winfrey (""You get a wish! You get a wish!""). Iglehart is so outstanding as Genie that his take on ""Friend Like Me"" stopped the performance I attended with thunderous applause and a standing ovation. It's the number you'll leave the theater talking about.",NBC New York,Dave Quinn,03/20/2014
Aladdin,7,“Aladdin” opens on Broadway,"""Animated"" doesn't begin to describe the frantic, screwball version of Disney's ""Aladdin"" that opened Thursday night on Broadway at the New Amsterdam Theatre, with a bushel of new songs and a Genie who works so hard you wouldn't be stunned to find him continuing to grant wishes at the stage door. James Monroe Iglehart is the embodiment here of the role Robin Williams voiced in the 1992 movie, and schtick for schtick and wisecrack for wisecrack, the performance very much keeps to the hyper-caffeinated pace Williams set. If Tonys were given in the category of energy output, they'd award Iglehart three. He is in fact-and no surprise here-the most enjoyable ingredient of director Casey Nicholaw's production, which despite a lot of huffing and puffing and brandishing of scimitars exposes more of the material's rough patches than it does any happier conceits.",Washington Post,Peter Marks,03/20/2014
Aladdin,7,"Theater Review: Disney's Same Old World, Back in Aladdin","For Aladdin, Disney's team builds on the take-no-chances, take-no-prisoners lessons of its six Broadway predecessors to all but guarantee a quality hit: if not a Lion King, at least not a Tarzan. They wrote the book on this sort of thing, and now, Walt be praised, they're going to heave it at you. This is not as unpleasant an experience as it sounds; if you're up for a meaningless fling, it might as well be with a pro... If the whole enterprise is arranged to prevent us from taking anything seriously, why should we respond when we're suddenly asked to care? (Spamalot didn't ask us to.) This also makes the romantic roles mostly unactable, at least by the stiff cuties Disney favors...So here's a new fantastic point of view: What if Disney applied its unparalleled know-how to stories that are not reducible to needlepoint truths at the first act curtain? Aladdin will surely be another of its successes; I hope it is. But what if it put its corporate muscle and smarts behind an artist instead of a franchise? What if they gave us a new West Side Story or Gypsy, instead of just quoting them for anachronistic laughs?",Vulture,Jesse Green,03/20/2014
Aladdin,7,‘Aladdin’ musical doesn’t quite seem like a Disney hit,"Disney's new ""Aladdin"" doesn't quite catch lightning in a bottle - but it lets a pretty nifty genie out of a lamp. That would be James Monroe Iglehart, in the role memorably voiced by Robin Williams in the 1992 animated hit. Every time this Genie's on stage, it's as if ""Aladdin"" were mainlining Red Bull. Iglehart works so hard during his big number, you fear for his health - that is, when you're not laughing your head off. And then there's the rest of the show...The whole vibe is like a throwback to those old Bob Hope/Bing Crosby movies: ""The Road to Agrabah."" But the journey may be a short one - leaving the beautiful New Amsterdam Theatre free just in time for the ""Frozen"" musical to move in.",NY Post,Elisabeth Vincentelli,03/20/2014
Aladdin,7,STAGE REVIEW Aladdin (2014),"As in many a Disney stage production, the big showstopper isn't even human: During 'A Whole New World,' a flying carpet carries our lovers aloft in a night-time ride, swooping and spinning with how'd-they-do-that wonder. (Jim Steinmeyer and Jeremy Chernick are credited with designing the onstage illusions and special effects.) It deserves its own curtain call.",Entertainment Weekly,Thom Geier,03/20/2014
Aladdin,6,"A magical Genie in Broadway's 'Aladdin,' but precious little at stake","You might argue that nobody cares about such veracity in a show based on a cartoon and now expanded into a family musical full of color and exuberance - if still wanting for an overarching theatrical reason for being. But if the director Casey Nicholaw, the book writer Chad Beguelin and their cast all were just to pay a little more attention to the importance of committing to the truth of the plot, however familiar, it surely would greatly improve this show. And it would make it easier for us to engage with characters whose romance lacks emotional stakes, not least because it exists in a world without need.",Chicago Tribune,Chris Jones,03/20/2014
Aladdin,6,‘Aladdin’: Theater review,"While burning through wishes, you should ask for the musical to have a lot more heart. The absence is glaring, given that Disney excels at tugging at tickers and then making them melt. But this show seldom moves you. The title character's yearning ballad, ""Proud of Your Boy,"" sung to his long-gone mom, isn't enough to make this anything better than a Bedouin ""Beauty and the Beast"" - a cartoon on stage.",NY Daily News,Joe Dziemianowicz,03/20/2014
Aladdin,6,Aladdin,"Aside from the tonic of Iglehart's djinn, however, Aladdin is short on magic. Director Casey Nicholaw fills the stage with activity, and Jonathan Freeman and Don Darryl Rivera offer ripe turns as a villainous vizier and his squawking sidekick. But the plotting drifts into weightless silliness, with a surfeit of generic padding and glitz. There's the rub: The musical is called Aladdin, but seems content to be Prince Ali.-Theater review by Adam Feldman",Time Out NY,Adam Feldman,03/20/2014
Aladdin,5,‘Aladdin’ Theater Review: Disney's Animation Team Got It Right the First Time,"Suffice to say, ""Aladdin"" bears no resemblance to Nicholaw's previous laugh-filled Broadway effort, ""The Book of Mormon.""...And neither does Chad Beguelin's book, which is loaded with some clever ""Sesame Street"" word play but finds no magic whatsoever in a story rife with magic lanterns, carpets, genies and sultry Arabian nights. Will children get the humor in send-ups of old tap and soft-shoe numbers? Isn't mocking stage traditions a rather cynical way to introduce children to the theater?",The Wrap,Robert Hofler,03/20/2014
Aladdin,5,Theater Review: 'Aladin' on Broadway,"Large but agile, Iglehart then leads the singing and dancing in ""Friend Like Me,"" a wonderfully over-the-top moment of celebration. Casey Nicholaw hasn't directed the show very nimbly, but his choreography for this number is invigorating. ""Aladdin"" ends with the hero and Jasmine floating through the night sky on a magic carpet. It's a lovely image, but too little, too late.",NorthJersey.com,Robert Feldberg,03/20/2014
Aladdin,4,Broadway Review: ‘Disney Aladdin’,"The magic-carpet ride is magical. The Cave of Wonders is wonderful. And yes, you'll hear the tunes you loved in the 1992 movie. But the notion that ""Disney Aladdin"" somehow resurrects the spirit of the late Howard Ashman, who had the original inspiration for the movie and contributed most of its clever lyrics, is a joke. Restoring a person's work without respecting his artistic sensibility is no tribute at all.",Variety,Marilyn Stasio,03/20/2014
Beetlejuice,8,T Broadway Review: ‘Beetlejuice’,"The retooling done since its out-of-town tryout in D.C. - along with a host of others plot twists and character tweaks - gives the latest film-to-musical adaptation fresh snap, surprises and (gasp!) even heart. Sure, the narrative becomes a bit of a cluster-muck in the second act - but mostly it's just screamingly good fun.",Variety,Frank Rizzo,04/25/2019
Beetlejuice,8,Beetlejuice comes to Broadway with a fun jaunt through the Netherworld: EW review,"Beetlejuice, with music and lyrics from Eddie Perfect (King Kong: The Musical) and a book by Scott Brown and Anthony King, was crafted from a group of creative minds who clearly love the source material, though not all of it works. There are still second act problems and a song list void of any real bops, but it's a fun time for the Burton novice and pure fan service for the Burton stans, thanks in large part to the titular puckish undead spirit breathing life into a Broadway experiment that could've been dead in the water.",Entertainment Weekly,Nick Romano,04/25/2019
Beetlejuice,8,‘Beetlejuice’ on Broadway: It Was a Horror Show. Now It Feels Like a Hit.,"If you are a fan of the film, there are plot similarities and divergences. Actually, the story careens all over the place, which doesn't matter because the performances are mostly excellent and the sets by David Korins notably stunning (including a mansion living room seemingly redecorated mid-performance).",Daily Beast,Tim Teeman,04/25/2019
Beetlejuice,8,BEETLEJUICE: THESE GHOSTS ARE GONNA LIVE FOREVER,"And thus is conjured a very enjoyable, very self-aware, very slick, very tuneful, very constructed-to-please-the-crowds new Broadway musical. It opened tonight at the Winter Garden, that frequent home to now-and-forever-running staples, and it's nearly guaranteed to follow suit.",New York Stage Review,Jesse Oxfeld,04/25/2019
Beetlejuice,8,"Review of Beetlejuice, starring Alex Brightman, on Broadway","The score by Eddie Perfect -- who also provided songs for this season's King Kong -- is full of wit and grit, and Scott Brown and Anthony King's book propels it forward smartly. There are also hilarious performances from Leslie Kritzer and Sophia Anne Caruso as the mistress and daughter respectively of the house's new buyer Charles (Adam Dannheisser). Beetlejuice is the last new show to open this season -- but could be haunting Broadway for a long while.",New York Theatre Guide,Mark Shenton,04/25/2019
Beetlejuice,7,'Beetlejuice': Theater Review,"Writers Scott Brown and Anthony King, along with composer Eddie Perfect and director Alex Timbers, approach the 1988 Tim Burton cult comedy with the giddy excitement of rabid fanboys in their imaginative musical adaptation of Beetlejuice. That enthusiasm translates to the audience, too, with every visual reference lifted directly from the movie yielding huge laughs. The show is a loving homage to a wonderfully weird original, reconceived for the stage with eye-popping design, full-throttle performances and a mischievous sense of fun that literally seems to drip from the Winter Garden Theatre's chandeliers, tinged a ghoulish green for the occasion.",Hollywood Reporter,David Rooney,04/25/2019
Beetlejuice,7,Theater Review: 'Beetlejuice',"The score by Eddie Perfect isn't exactly perfect but it's plenty jaunty, though ""The Banana Boat Song"" and ""Shake Senora"" from the film are the show's musical highlights. Director Alex Timbers matches film director Tim Burton's ceaseless creativity. Obviously the challenge was on having to compete with all the filmic effects, and thanks to scenic designer David Korins and the special effects creators, the imagery is truly dazzling. Besides Beetlejuice, the showcase character is Leslie Kritzer's ditzy Delia, and she utterly slays us with this off-the-wall performance. For all the talent here, the show suffers from sensory overload. Then again, that may be just the way ""diehard"" fans prefer it.",NY1,Roma Torre,04/25/2019
Beetlejuice,6,Beetlejuice,"Whatever else it may or may not be, Beetlejuice is spectacularly weird. The best creative work in this musical adaptation of Tim Burton's 1988 film-about a pair of sweet ghosts trying to rid their house of its distasteful new inhabitants-has gone into its physical form: The designers come at it from all kinds of crazy angles. David Korins's haunted-house set seems to buckle in the middle and stretch at the edges; William Ivey Long's costumes are a batty vision of colors and patterns at war. There are magic tricks and giant worms and a starkly linear idea of the afterlife that contrasts well with the chaotic world of the living. If only so much of the rest of Beetlejuice were not a busy mess.",TimeOut NY,Adam Feldman,04/25/2019
Beetlejuice,6,"‘Beetlejuice’ Broadway Review: It’s Showtime, Ready Or Not","Maybe if they'd said it a fourth time. Three times - ""Beetlejuice! Beetlejuice! Beetlejuice!"" - summons to life the stripe-coated, fright-wigged demon that made a superstar of Michael Keaton way back when. Could a fourth have magically conjured that extra something needed to transform Broadway's Beetlejuice into something beyond the realm of good enough?",Deadline,Greg Evans,04/25/2019
Beetlejuice,6,"Film Books Music Art & design TV & radio Stage Classical Games Broadway Beetlejuice review – fun, freaky Tim Burton adaptation haunts Broadway","But happily and improbably Beetlejuice, directed by Alex Timbers, lays those problems to rest. (A pretty hectic rest, but still.) Where the show falters is in the more ordinary stuff of musical theater, story and song. But when the conductor rises from the orchestra pit with a shrunken head above the shoulders of his natty suit, you can forgive a lot.",Guardian,Alexis Soloski,04/25/2019
Beetlejuice,6,Theater Review: Beetlejuice Is Best When It’s at Its Most Antic,"Beetlejuice, the rowdy, raunchy musical adapted from Tim Burton's 1988 horror-comedy, openly embraces the theme park-y aspects of an enterprise like the one it's engaged in. True to its source material, it's loud, it's cheeky, and it's all about excess. It's also-thanks in large part to Alex Brightman's spot-on performance as the incorrigible titular ghoul-a pretty fun time.",Vulture,Sara Holdren,04/25/2019
