,show,rating,title,content,company,author,date
78,Come From Away,8,"Review: ‘Come From Away,’ a Canadian Embrace on a Grim Day","Try, if you must, to resist the gale of good will that blows out of ""Come From Away,"" the big bearhug of a musical that opened on Sunday night at the Gerald Schoenfeld Theater. But even the most stalwart cynics may have trouble staying dry-eyed during this portrait of heroic hospitality under extraordinary pressure...this Canadian-born production, written by Irene Sankoff and David Hein and directed by Christopher Ashley, is as honorable in its intentions as it is forthright in its sentimentality. And it may provide just the catharsis you need in an American moment notorious for dishonorable and divisive behavior...the show - based on interviews with the people who inspired it - covers a vast expanse of sensitive material with a respect for its complexity. It understands that much of what it portrays is guaranteed to stir fraught memories among many of us. And it mostly refrains from overegging what could have been a treacly, tear-salted pudding. Instead, it sustains an air of improvisational urgency, which feels appropriate to a show about making do in crisis, and it doesn't linger on obvious moments of heartbreak and humanity.",New York Times,Ben Brantley,03/12/2017
79,Come From Away,8,'Come From Away' Proves a Dignified 9/11 Musical,"Colella's melodic solo, ""Me and the Sky,"" is a high point in a show where the songs are consistently interesting...Some of the characters are real; others are recognized to be composite sketches of the people whom writers Irene Sankoff and David Hein met during a 10th anniversary reunion in Newfoundland. Inevitably, many of the portrayals feel like stock characters-the blustery mayor, etc.-but the acting is excellent all around...There was discipline used here. There's no footage of burning towers, crashing planes or falling bodies. ""Come From Away"" manages to find a spiritual angle to a horrific story, depicting the goodness in humanity while still allowing us room for the feelings of loneliness and fear that will always be connected to that time.",NBC New York,Robert Kahn,03/12/2017
80,Come From Away,8,Come From Away: EW stage review,"If you're an out-of-town visitor to New York looking for a feel-good night of theater, then Come From Away is surely recommended. This new musical tells the true story of how the residents of Gander, a Newfoundland island community of some 9000 people, responded with unparalleled Canadian hospitality to 7,000 stranded international passengers whose planes were diverted when the U.S. airspace closed on Sept. 11, 2001. In 100 heartwarming minutes, the show sets the best aspects of human nature to infectious Celtic folk and Broadway rock.",Entertainment Weekly,Allison Adato,03/12/2017
81,Come From Away,8,'Come From Away': Theater Review,"The true-life story that inspired the new musical Come From Away would seem like the stuff of a Frank Capra movie. The show relates the tale of how a small Newfoundland town in 2001 found itself unexpectedly hosting 7,000 airline passengers stranded there for days after 9/11. But though the material might have lent itself to sickly sweet sentimentality, creators Irene Sankoff and David Hein have crafted a heartwarming and thoroughly entertaining musical. Especially in these politically fractious times, it should prove a true crowd-pleaser on Broadway following previous hit engagements in San Diego, Washington D.C. and Toronto.",Hollywood Reporter,Frank Scheck,03/12/2017
82,Come From Away,8,New musical 'Come From Away' has warm Canadian memories for our dark times,"Come From Away will not be remembered for its distinguished score, the rousing exuberance of several of its Celtic-rooted numbers notwithstanding. It will not be remembered for the poetry of its book nor for its sophisticated examination of human behavior in rural communities. Rather, it is determined, with good humor and generous Canadian self-deprecation, to remind us of one of the few happy stories to emerge from that terrible day. There are a few moments of conflict with an Egyptian passenger on a day of much mistrust, but they are resolved with relative ease. The Gander of Come From Away takes a while to learn how to be kind to its visitors, but it sure figures it out. Over donuts at Tim Hortons.",Chicago Tribune,Chris Jones,03/12/2017
83,Come From Away,8,Broadway review: Come from Away takes off on Broadway,"Although the residual shock of 9/11 gives it a strong current of emotion, Come from Away's multiple narratives mostly have low stakes; it's essentially a show about a bunch of people inconvenienced at once. When it touches on weightier concerns-one passenger is the mother of a missing firefighter-it falters; it is better at celebrating less consequential things, like a rowdy evening of initiation at a local bar, where the visitors are urged to kiss a cod and try a local rum called screech. A band of eight plays the spirited, Celtic-accented score, heavy on fiddle and bodhran and flute. Under Christopher Ashley's fluid direction, the 12 versatile actors form a true ensemble cast, playing dozens of roles as both the Plane People and the plain people who welcome them to their rock...Despite minor stumbles of craft, Come from Away makes a persuasive case for the value of good intentions. For this kind of uplift you don't need planes.",TimeOut NY,Adam Feldman,03/12/2017
84,Come From Away,8,‘Come From Away’ on Broadway — theater review,"It's a story that sings...The score consists nearly entirely of group numbers. Music is flavored by Celtic folk, gentle rock, foot-stomping rhythms and perhaps a whisper of Gordon Lightfoot. While rousing and rich in harmony, the music suffers from sameness and a sound mix that obscures lyrics. Director Christopher Ashley guides the excellent cast and energizing staging. The show glides along, a nonstop one hour and 40 minute trip. It's a singing reminder that when things are at their worst, people can be at their best.",NY Daily News,Joe Dziemianowicz,03/12/2017
85,Come From Away,8,‘Come From Away’ comes in for an exuberant Broadway landing,"The lump that forms in your throat in the opening minutes of ""Come From Away"" - and remains lodged there for 100 buoyant minutes more - is the physiological confirmation that this effervescent musical, enveloped in Canadian good will, is an antidote for what ails the American soul...The alternating stories of the townspeople and the strangers in their midst - all played by a dozen superbly cast actors - are communicated vivaciously by book and songwriters Irene Sankoff and David Hein, in a bracingly kinetic production directed by Christopher Ashley, doing some of the most impressive work of his career. With the arrival of ""Come From Away"" to Broadway's 2016-17 season, joining such accomplished new shows as ""Dear Evan Hansen"" and ""Natasha, Pierre and the Great Comet of 1812,""the Tony race for best musical of the year just got interesting.",Washington Post,Peter Marks,03/12/2017
86,Come From Away,8,‘Come From Away’ review: Finding a bit of good in 9/11,"Could it be? Had the theater finally found a way to sing and dance with dignity regarding 9/11, a catastrophe that has, thus far, been the third rail of theatergoers' emotions? Well, ""Come From Away"" may not be Broadway's first feel-good musical about the Sept. 11, 2001 attacks, but it is a feel-pretty-nice musical. Think of the simple 100-minute show as psychological training wheels, perhaps a way to ease us into the unbearable stories our playwrights might someday ask us to confront.",Newsday,Linda Winer,03/12/2017
87,Come From Away,8,Review: ‘Come From Away’ Unearths Joy From The Ashes Of 9/11,"Hein and Sarnoff are not Sondheim. The folksy songs in Come From Away are nearly all expository rather than revelatory (a key exception being the coming-of-age number ""Me And The Sky,"" sung with perfect fervor by Jenn Colella as Beverley Bass, the first female captain of a commercial airline). The show, staged with kinetic enthusiasm by Christopher Ashley with Kelly Devine, positively reeks of integrity - positive being the operative word. In the company of 16, nearly all play multiple roles. The standouts, in addition to Colella, are Kendra Kassebaum as a novice reporter, Chad Kimball and Caesar Samayoa as boyfriends named Kevin, Rodney Hicks as a skeptic finally undone by generosity, and Astrid Van Wieren as a voice of reason. Come From Away eludes the jaded critic's arsenal of dismissive thrusts. It's necessary balm for this mean time.",Deadline,Jeremy Gerard,03/12/2017
88,Come From Away,7,‘Come From Away’ review: 9/11-themed musical means well but lacks depth,"The cast is made of versatile performers including Broadway veterans such as Jenn Colella, Rodney Hicks, Chad Kimball and Kendra Kassebaum, who are able to handle the fast pace and quick changes. It's a heartwarming story told with high energy, not to mention an effective seminar on crisis management and a persuasive advertisement for Canadian tourism. (Not surprisingly, Justin Trudeau is expected to attend the show later this week.) But good intentions aside, ""Come From Away"" has the depth of a Hallmark card and a pub rock score that is generic and unmemorable.",amNY,Matt Windman,03/12/2017
89,Come From Away,7,Theater Review: Come From Away Makes a Musical Out of Canadian Niceness,"That a story is basically true does not make it more believable onstage...Not helping matters is the ambitious number of stories the show wants to tell. The cast of 12 plays at least 40 roles, both locals and plane people, most of them whizzing past our attention too quickly and indistinguishably (despite Toni-Leslie James's clever quick-change costume elements) to make lasting impressions. Even when they do, the show's pageantlike structure, in which bits of story are connected by setting and theme rather than by action, prevents those impressions from deepening over time the way they must. There's a lot of snow in Gander but no accumulation. To make up for it, the production, tightly directed by Christopher Ashley, with a handsome woodsy set by Beowulf Boritt and fine lighting by Howell Binkley, does its damnedest to knock you into submission. The songs, also by Sankoff and Hein, are pleasant, in a folk-rock-meets-Celtic-revival vein that the show exploits with the mercilessness of a phlebotomist. (Cue the fiddle, bodhran, and uilleann pipes.) There is much spirited if obligatory stomping. (The choreography is by Kelly Devine.)",Vulture,Jesse Green,03/12/2017
90,Come From Away,7,"Come From Away’ Broadway Review: Stranded in Newfoundland, as Well as the Theater","Sankoff and Hein's book tries to drum up suspense in the show's opening scenes by telling us that few of these visitors to Gander knew about the attacks on the World Trade Center and the Pentagon, because few people back then owned cell phones. Really? As songwriters, this duo relies on a strong percussive element that's so incessant that their songs take on a militaristic flair. And they're also very, very loud. Gareth Owen's sound design is the most abrasive to grace a Broadway stage since the entry of ""Waitress"" a year ago. Dialogue is shrill and disembodied from the actors, and when the ensemble sings any of the show's foot-stomping anthems, the lyrics are indecipherable. Come from Away is a musical about hope, perseverance and people coming together to help each other in difficult times. The Gander townspeople have much in common with the citizens of Meredith Willson's River City, only they're much more adorable.",The Wrap,Robert Hofler,03/12/2017
91,Dear Evan Hansen,10,Broadway review: Dear Evan Hansen is lit by a dazzling star turn,"What does it look like when a star is born? In the case of Ben Platt, the astonishing young actor who plays the title role in Dear Evan Hansen, it's a bit like an actual birth: beautiful but strange and wet, tinged with confusion and danger. Evan is painfully introverted; he has no friends in high school, and even the thought of talking to a girl he likes, Zoe (the poignantly unaffected Laura Dreyfuss), makes his palms perspire. Platt's performance extends that to his whole body; when he sings, his face often gleams with sweat. Yet the effect is not off-putting; Evan is immensely lovable, even when he makes terrible mistakes. He speaks in rushes of instant regret, as though frantically digging a hole to bury himself in, and his intense awkwardness is filtered through first-rate comic timing, high-wire dramatic acting and a gorgeously expressive tenor voice.",TimeOut NY,Adam Feldman,12/04/2016
92,Dear Evan Hansen,10,"Theater Review: Dear Evan Hansen Moves Uptown, and Gains Something Indefinable","The big problem in writing great musicals is not the difficulty of writing great songs. The big problem is that the songs, great or not, are cannibals, picking the stories clean and leaving a pile of bones. It's a zero-sum system. In musical dramas the problem is even worse, as innumerable failed adaptations of huge 18th-century novels have proved. (They often seem like Cliffs Notes of Cliffs Notes.) But when a musical drama clicks, an amazing fusion event occurs: The songs and the story enlarge each other in the process of becoming inseparable. Think of Sweeney Todd or, more intimately, Fun Home. And now add to the list Dear Evan Hansen, which opened tonight in a production beautifully directed by Michael Greif. I called the Off Broadway production at Second Stage this May ""the feel-anxious musical of the season."" But it is even better on Broadway, so fine in its craft and rich its gathering of themes that, like the best works of any genre, it rewards being seen again - and again.",Vulture,Jesse Green,12/04/2016
93,Dear Evan Hansen,10,Dear Evan Hansen: EW stage review,"Leaving a new musical with a great song or two running through your head is a rare but exciting thing. Leaving with about 10 great songs running through your head is pretty much unheard of. But that's the power of Dear Evan Hansen, which just opened on Broadway after a world premiere at Washington, D.C.'s Arena Stage and a stint at Second Stage Off-Broadway.",Entertainment Weekly,Melissa Rose Bernardo,12/04/2016
94,Dear Evan Hansen,10,‘Dear Evan Hansen’ review: Endearingly original,"Finally, there is Platt (the ""Pitch Perfect"" movies), with his astonishing vocal nuance and his rare ability to communicate bunches of conflicting feelings with just a frown and a hurt, hopeful smile. His portrayal of catastrophic, perhaps autistic alienation is so astute in the early scenes that, when Evan miraculously heals up, we feel a little guilty for missing the old one.",Newsday,Linda Winer,12/04/2016
95,Dear Evan Hansen,10,A Teen Suicide Electrifies Broadway: Review of ‘Dear Evan Hansen’,"Given how it loads its dramatic and moral dice, and the swings of tone between comedy and terrible tragedy, the question is what will collapse when the truths are revealed in Dear Evan Hansen. Well, it doesn't supply what you might expect from some musicals and dramas about teen suicide, our truth-dissembling online worlds, and an extreme case of fabulism. Dear Evan Hansen is beautiful to look at it, slickly directed, and moving, but also biting and subversive-and so may have more to say about teen suicide, parenting, and internet lunacy than the most finely worded op-ed column.",Daily Beast,Tom Teeman,12/04/2016
96,Dear Evan Hansen,10,Ben Platt Leads Powerful ‘Dear Evan Hansen’ To Broadway – Review,"Platt seems more to inhabit Evan than to merely portray him. The halting delivery of soulful lines, the arms that flutter out in birdlike spasms as if grasping for logic or reason and, most of all, with a voice that rises from assured tenor to plaintive falsetto all conspire to bring this character to life. Evan could be cousin to The Glass Menagerie's Laura Wingfield.",Deadline,Jeremy Gerard,12/04/2016
97,Dear Evan Hansen,10,Aisle View: Modern Masterwork,"The formerly promising young songwriters Pasek and Paul, who created an interesting score for Dogfight and a surprisingly accomplished one for the holiday show A Christmas Story, are promising no more; their talent is thoroughly realized with Dear Evan Hansen, one of the strongest scores in years. The songs are not merely tuneful and funny and touching; Pasek and Paul can plumb the inner depths of their characters and rip through emotions in words and music. And as contemporary as their new score is, it should be added that their three musicals have demonstrated that they are equally adept in varied musical theatre styles.",Huffington Post,Steven Suskin,12/04/2016
98,Dear Evan Hansen,10,‘Dear Evan Hansen’ with Ben Platt dazzles on Broadway: theater review,"The current theater season is only about halfway over. No matter. It's still a sure bet that when it comes to thrilling and unforgettable moments few will rival the one that comes 15 minutes into the dazzling ""Dear Evan Hansen,"" at the Music Box Theatre. Yes, that special.",NY Daily News,Joe Dziemianowicz,12/04/2016
99,Dear Evan Hansen,10,"Dear Evan Hansen review at Music Box Theatre, New York – ‘devastatingly powerful’","How thrilling it is that Broadway, a place largely turned into a destination to make money not art, is still capable of producing shows that are genuinely bold, daring and confrontational. With Hamilton and the recent arrival of Natasha, Pierre and the Great Comet of 1812, there's plenty to challenge and provoke already. Dear Evan Hansen adds to New York's impressive musical slate.",The Stage,Mark Shenton,12/04/2016
100,Dear Evan Hansen,10,"‘Dear Evan Hansen': On Broadway, and on the money.","""Historic"" is an adjective I've rarely used to describe a performance, but a review that does not invoke it for Ben Platt's incandescent turn in the ravishingly bittersweet ""Dear Evan Hansen"" would be doing it less than justice.",Washington Post,Peter Marks,12/04/2016
101,Dear Evan Hansen,10,Broadway Review: ‘Dear Evan Hansen’,"The very thought of a Broadway transfer of ""Dear Evan Hansen"" might chill the blood of theatergoers who loved this bittersweet show when it played in the intimate setting of Off Broadway's Second Stage Theater. But through the alchemy of Michael Greif, who directed the original productions at Arena Stage and at Second Stage, Broadway's Music Box Theater proves a perfect fit for this sensitive musical starring a sensational Ben Platt as a neurotic misfit trying to survive senior year in high school. As for the music and lyrics by Benj Pasekand Justin Paul: Not since ""Next to Normal"" has a score tapped so deeply into the troubled psyche of its needy protagonist.",Variety,Marilyn Stasio,12/04/2016
102,Dear Evan Hansen,9,"Review: In ‘Dear Evan Hansen,’ a Lonely Teenager, a Viral Lie and a Breakout Star","What's more, this gorgeous heartbreaker of a musical, which opened at the Music Box Theater on Sunday, has grown in emotional potency during its journey to the big leagues, after first being produced in Washington and Off Broadway. Rarely - scratch that - never have I heard so many stifled sobs and sniffles in the theater.",New York Times,Charles Isherwood,12/04/2016
103,Dear Evan Hansen,9,'Dear Evan Hansen': Theater Review,"The show was already impressive in its lauded off-Broadway premiere at Second Stage Theatre earlier this year, directed with as much vitality as sensitivity by Michael Greif. But the characterizations now seem even more fully lived-in and the connective tissue among the ensemble - whether playing biological or adoptive family, young lovers or high school acquaintances thrust into an uneasy friendship of convenience - has genuine sparks. The entire cast of that earlier production returns minus one, with Michael Park reprising the role he originated in 2015 at Arena Stage in D.C.",Hollywood Reporter,David Rooney,12/04/2016
104,Dear Evan Hansen,9,'Dear Evan Hansen' on Broadway: This musical gets teens and their screens,"And what makes ""Dear Evan Hansen"" yet more extraordinary is how all of the teenage nuance explored so exquisitely by Platt, all of this fledgling character's hope and hesitation, is baked formatively into the score by Benj Pasek and Justin Paul, a youthful duo I've deeply admired since first hearing their score to, all of all things, ""A Christmas Story"" in Chicago. The link between that retro show and this thrillingly contemporary exploration of the trials and pitfalls of late adolescence is not as distant as one might think.",Chicago Tribune,Chris Jones,12/04/2016
105,Dear Evan Hansen,9,"‘Dear Evan Hansen’ review: Ben Platt gives captivating, vulnerable performance","Benj Pasek and Justin Paul (""Dog Fight,"" ""A Christmas Story""), a young and extremely promising songwriting duo, have crafted a haunting soft rock score that is neatly integrated into Steven Levenson's captivating book. Michael Greif, director of ""Rent"" and ""Next to Normal,"" presents a tight and compelling production built around finely-textured ensemble acting and a seamless visual design of shifting panels and floating video imagery. Platt is giving one of the most vulnerable and shaded performances you've ever seen. He is terrified, enigmatic and completely believable.",amNY,Matt Windman,12/04/2016
106,Dear Evan Hansen,8,Theater review: 'Dear Evan Hansen',"Viewing ""Dear Evan Hansen"" a second time, at Broadway's Music Box Theatre, where it opened Sunday, I found I had much firmer feelings than when I first saw it. When I attended the off-Broadway production in May, it seemed a musical of many parts, some good, others shaky, and I don't think I fully digested the whole. In my repeat visit, I felt, first, that I had vastly understated Ben Platt's performance by calling it ""affecting."" He's remarkable.",Bergen Record,Robert Feldberg,12/04/2016
107,Dear Evan Hansen,6,'Dear Evan Hansen' Broadway review: This teen angst musical is hard to buy,"Allow me to be a dissenting voice: Having seen ""Dear Evan Hansen"" twice now -- with its wildly implausible storyline and its repetitive pop-rock score -- I am mystified by the enthusiasm for it. Maybe the show's celebrants are responding to the creators' willingness to tackle such dark themes, or the admittedly hard-working performance of star Ben Platt (Benji in the ""Pitch Perfect"" movies), who plays the neurotic title character. But laudable ambitions can't disguise the fact that nothing about ""Dear Evan Hansen"" makes very much sense.",NJ.com,Christopher Kelly,12/04/2016
108,Freestyle Love Supreme,9,‘Freestyle Love Supreme’ Review: Hip-Hop Saves the World,"What distinguishes ""Freestyle Love Supreme"" from other Broadway songfests is that its numbers spring into existence before your very eyes, or ears. And you, dear audience members, are the co-authors of these numbers - feeding the onstage crew the words, ideas and emotions that they then transform into improbably rhymed performance pieces. That means live theater doesn't get more live than this. ""Freestyle"" demands that you exist purely in the here-and-now of the show. And to guarantee you do so, it requires that all smartphones (and smartwatches) be locked into Yondr pouches before you take your seat.",New York Times,Ben Brantley,10/02/2019
109,Freestyle Love Supreme,9,'Freestyle Love Supreme': Theater Review,"The show essentially follows the same structure as the troupe's off-Broadway engagement last winter, but since every performance is almost entirely improvised, your experience will be different each time. And this is definitely a show that rewards repeat viewings, if only to be amazed again by the endless ingenuity with which the performers devise their versatile routines.",Hollywood Reporter,Frank Scheck,10/02/2019
110,Freestyle Love Supreme,9,Theater Review: 'Freestyle Love Supreme',"I think they're all genies of a sort, magically rhyming without distort. Hats off to Lin-Man and his amazing tribe - it's impossible not to dig their crazy vibe.",NY1,Roma Torre,10/02/2019
111,Freestyle Love Supreme,9,Broadway Review: Lin-Manuel Miranda’s ‘Freestyle Love Supreme’,"The ensemble attempts some long-form storytelling, too, using incidents from the lives of selected audience members. Some of these sequences prove more satisfying than others, but it's always entertaining in watching the struggle, sweat and strain of the refrain. With the pulsating beat always driving them on, there's no place to hide. But when everything falls into place, it's sublime.",Variety,Frank Rizzo,10/02/2019
112,Freestyle Love Supreme,8,BWW Review: Fast and Funny Rap Improv FREESTYLE LOVE SUPREME Hits Broadway,"Watching someone churn out rhyming verse solo is impressive enough, but these extended sequences really bring out the teamwork and trust involved. It's a joy to watch them feed off of each other so effectively you'd swear there was mind-reading involved. And, because everyone's cell phone is required to be kept in a locked pouch upon entering the auditorium (you take it with you to your seat) there's the added pleasure of not being disrupted by ringing or texting throughout the performance.",BroadwayWorld,Michael Dale,10/02/2019
113,Freestyle Love Supreme,8,Freestyle Love Supreme,"Special guests each night keep it light and tight as they join Veneziale at the monster-track rally. When I was there, the spare chair was filled by FLS cofounding father Lin-Manuel Miranda-cuddly-cute as a panda, and just the man to land a toss-off joke and lend his hand to his band of brothers at the Booth. They spit some truth, and the consequence is laughter-and after, you may even be inspired to try out your own songs, with your own rhythm and timing. Forget about humming: This show sends you out rhyming.",TimeOut NY,Adam Feldman,10/02/2019
114,Freestyle Love Supreme,8,‘Freestyle Love Supreme’ Broadway Review: Lin-Manuel Miranda’s Improv Rap Show Hits the Great White Way,"It's a heroically talented team but the performance I saw was, perhaps understandably, a mixed bag. There were some genuinely clever rhymes (function and liposuction, dog and gulag) and turns of phrase (""Forget about your ego / I'm not your amigo"") scattered throughout, but also plenty of verbal stumbles and stalling-for-time riffs.",The Wrap,Thom Geier,10/02/2019
115,Freestyle Love Supreme,8,FREESTYLE LOVE SUPREME: HIGH-FLYING IMPROV AT THE BOOTH,"Is Freestyle Love Supreme traditional Broadway fare? No, certainly. Would this production be ensconced at the fabled Booth on Shubert Alley without the Messrs. Miranda and Kail serving as co-creators and co-producers? Assuredly not. But based on a back-of-the-ticket-envelope tally, I calculate that Freestyle Love Supreme easily merits inclusion on my list of the six most entertaining shows currently on Broadway. So those of you interested in keen and knowing fast-paced topical humor fueled by high intellect and political insight might want to try to get over to the Booth.",New York Stage Review,Steven Suskin,10/02/2019
116,Freestyle Love Supreme,8,FREESTYLE LOVE SUPREME: HIP-HOP DON’T STOP,"If we're being excruciatingly honest, improv is not my idea of a good time. I'm still recovering from a 1995 incident with a campus comedy troupe (who shall remain nameless). But the giddy, upbeat Freestyle Love Supreme-now on Broadway after a recent hit off-Broadway run-is enough to cure anyone's improv-phobia. It's also a welcome break from the exhausting 24/7 election-and-corruption news cycle that assaults us from every direction.",New York Stage Review,Melissa Rose Bernardo,10/02/2019
117,Freestyle Love Supreme,8,"Theater Review: Freestyle Love Supreme May Not Be Theater, But It’s a Blast","Freestyle Love Supreme, like the quick-spitting rap style in its name and the improv comedy form it's built around, is held together by nerve and verve, good instincts and a lot of good will. You may hit it on an on-fire night or a night of mostly mild chuckles, but it's still a formidable performance feat. It's high-energy, very sweet-natured fun.",Vulture,Sara Holdren,10/02/2019
118,Freestyle Love Supreme,7,‘Freestyle Love Supreme’ Broadway Review: Lin-Manuel Miranda Co-Creation Improvises Delight,"An energetic, insistently likable mash-up of rap, improvisational comedy, hip hop, R&B crooning and, crucially, audience participation, FLS - in its own shorthand - is both the show and the rotating troupe of performers who have been bringing it to unique life off and on, in various venues, since around 2003, now including the Booth Theatre, where it opens tonight.",Deadline,Greg Evans,10/02/2019
119,Frozen,8,"Frozen review, St James Theatre, Broadway - it's hard to hear Elsa for the applause","They play it safe. While the film was Disney's non-traditional take on the time-honoured princess tale - with spirited sisters finding their way back to each other instead of marrying handsome princes - this is not a daring reinvention of the material, but a repackaging of the film for the stage. It's the surest way to please the movie's faithful fans. Although darker than its predecessor in tone and design (sets and costumes are by Olivier winner Christopher Oram), this new Frozen is brisk and entertaining for most of its two hours and 20 minutes, with the same characters that won the hearts of filmgoers brought to three-dimensional life.",The Telegraph,Diane Snyder,03/22/2018
120,Frozen,8,Broadway's Frozen is worth melting for: EW review,"Grandage is a director accustomed to Shakespeare and therefore to people trapped by secrets - even in the midst of glittering sets and impressive snow tricks, the bond between the sisters effectively and literally takes the spotlight. Fans of the movie will be pleased to find Anna and Elsa safe in Levy and Murin's gloved hands, and doubters may just find their hearts thawed.",Entertainment Weekly,Kelly Connolly,03/22/2018
121,Frozen,8,"Disney’s Frozen review at St James Theatre, New York – ‘a thrilling stage version’","Grandage is incredibly well-served by a cast of terrific actors and singers, led by the phenomenal Caissie Levy as Elsa. She brings real complexity to her powerful vocals. She doesn't just belt her songs out, she performs them with a voice rich in emotion. In this way the over-familiar Let it Go, that ends the first act, is made to feel fresh. The song soars. She is perfectly partnered with the more vulnerable Patti Murin as Elsa's sister Anna. A strong bond clearly exists between the actors as well as their characters. There's also adorable work from Andrew Pirozzi as the agile reindeer Sven and Greg Hildreth as a puppeteer snowman Olaf, while Timothy Hughes brings a formidable physicality to the character of Pabbie.",The Stage,Mark Shenton,03/22/2018
122,Frozen,7,"Frozen' on Broadway: It's no 'Tempest' (or 'Lion King'), but the musical sings with sisterly appeal","""Frozen"" likely won't have many repeat customers, but its agreeable competence will satisfy hardcore fans who are curious to understand more about the plucky, climate-meddling heroines who devise their own happy ending through sisterly solidarity.",LA Times,Charles McNulty,03/22/2018
123,Frozen,7,Review: Disney's 'Frozen' opens on Broadway with a warm sister bond — and Elsa gives her all with 'Let it Go',"Vastly improved from its rocky Denver tryout, director Michael Grandage's heavily sold production of Disney's ""Frozen"" is set to open here Thursday night, replete with richer storytelling, less extraneous comedy and with its crucial pair of sisters, who in Denver seemed all iced up in some chilly corner of the castle, finally letting go enough emotionally to thaw the center of their mutually dependent story.",Chicago Tribune,Chris Jones,03/22/2018
124,Frozen,7,"‘Frozen’ review: Songs and stars shine, but Disney Broadway musical lacks magic and imagination","Disney powers-that-be, along with director Michael Grandage, have basically plopped the cartoon about two sisters estranged by and bound by magic onto the stage. Playing it so safe is like wearing boots for a spin at a skating rink. You won't fall down - but you won't dazzle either.",New York Daily News,Joe Dziemianowicz,03/22/2018
125,Frozen,7,‘Frozen’ Review: Broadway Lets It Go With Full-Throated Adaptation,"Directed by Tony-winning Michael Grandage (Red), the stage Frozen, opening tonight, doesn't consistently live up to ""Let It Go,"" its book by Jennifer Lee (Zootopia) often feeling rushed, more concerned with hitting the movie's beats come hell or cold water than taking the time to just enjoy the characters that the audience is primed to love.",Deadline,Greg Evans,03/22/2018
126,Frozen,7,My daughter enjoyed Broadway’s ‘Frozen.’ What more do you need to know?,"Winning over the uninitiated, though, may be a tougher task for the eagerly anticipated musical that had its official opening Thursday night at the St. James Theatre. What may prevent ""Frozen"" from appealing to more sophisticated theater crowds is the unfulfilled promise of the plot. We're teased in this venture with the idea of an animated story wrought in three dimensions with more psychological subtlety than is the custom in Disney musicals. Because ""Frozen"" attempts to traverse the tender and intimate terrain of trauma and loss of love. But it never achieves that necessary climax - paradoxical in a show of this title - when a spectator's heart is able to melt.",Washington Post,Peter Marks,03/22/2018
127,Frozen,7,Broadway Review: Disney’s ‘Frozen’,"The theater's legendary powers notwithstanding, there's no way that the all-too-solid stage of the St. James Theater can approximate the technical virtuosity of a movie setting. Rather, the magic of the theater comes from its power to open up the world of the imagination. Emerging from the dancing lights of the aurora borealis (as fashioned by lighting designer Natasha Katz) projected on the scrim (by video designer Finn Ross), Christopher Oram's sets are highly stylized and very theatrical, if not transporting.",Variety,Marilyn Stasio,03/22/2018
128,Frozen,7,THEATER REVIEW: 'FROZEN',"Full disclosure: ""Frozen"" is not my favorite Disney princess movie. Loved the message and the song, but the story seemed pretty convoluted even by Disney standards. As a musical, the plotting remains weak, but there is a special magic that only live theatre can produce, and it's working a charming spell on the Broadway stage.",NY1,Roma Torre,03/22/2018
129,Frozen,6,Review: ‘Frozen’ Hits Broadway With a Little Magic and Some Icy Patches,"Forget girl power, sisterly love and the high-belt clarion call of ""Let It Go."" Anxiety over the handling of a precious gift is the theme that comes through loudest in ""Frozen,"" the sometimes rousing, often dull, alternately dopey and anguished Disney musical that opened on Broadway on Thursday.",New York Times,Jesse Green,03/22/2018
130,Frozen,6,'Frozen' on Broadway review: This one's hard to warm up to,"The Broadway version, though, is the virtual opposite: a play-it-by-the-book rendering of the story that, in refusing to take any real risks, ends up undermining the story's core message -- namely, that sometimes you've got to ""let it go,"" and let your freak flag fly. For a show about magic and wonder, there's shockingly little on display here.",NJ.com,Christopher Kelly,03/22/2018
131,Frozen,6,Frozen review – Disney hit arrives on Broadway with mixed results,"Broadway's Frozen is a good show. With its music, its dance, its flurry of likable leads, and snowball after snowball of son and lumière, some of it newfangled, some of it stretching back to 19th-century melodrama, it offers most of the pleasures that we count on Broadway musicals to provide. But even with the addition of a dozen new songs by the composers Kristen Anderson-Lopez and Robert Lopez, an enhanced book by Jennifer Lee, and the interventions of director Michael Grandage and scenic and costume designer Christopher Oram, it rarely feels like more than the movie and sometimes it feels like less.",The Guardian,Alexis Soloski,03/22/2018
132,Frozen,6,‘Frozen’ Broadway Review: Disney’s Animated Hit Becomes Major Snow Job,"In addition to Oram's monumental icescapes, Finn Ross' video and projection design gives the impression that the St. James stage, proscenium and beyond is freezing before our very eyes. Kudos, too, to Jeremy Chernick's special effects and Peter Hylenski's sound design, which, when it isn't blasting out Levy's high notes, manages to make us believe that a new ice age is upon us.",The Wrap,Robert Hofler,03/22/2018
133,Frozen,6,Frozen,"It would be one thing if Frozen's stiffness were in the service of a deeper take on the material, but its already shaky plot seems even less secure, too thin a rope to support the musical's dutiful climb up the narrative mountain. While the best songs from the movie-including ""Love Is an Open Door,"" an ebullient duet for Anna and her dashing suitor, Hans (John Riddle)-still pop, the new ones are less strong; aside from an incongruous but zippy comic number at a sauna, they feel like heavy filler, especially in the busy and slushy finale.",TimeOut NY,Adam Feldman,03/22/2018
