manual_label,show,rating,title,content,company,author,date
1,Million Dollar Quartet,8,Million Dollar Quartet,"Broadway's parade of musicals for people who grew up on rock rather than show tunes continues with ""Million Dollar Quartet,"" which eschews the music of Richard Rodgers and Stephen Sondheim for the sounds of Elvis Presley and Johnny Cash. By placing the latter gentlemen among the dramatis personae and lacing the proceedings with a fair deal of historical dramatis, authors Colin Escott and Floyd Mutrux and director Eric Schaeffer have come up with a crowdpleaser that mixes jukebox and story into a satisfying whole, while the knockout performances keep the joint jumpin' with great balls of fire.",Variety,Steven Suskin,4/12/10
1,Network,7,‘Network’ and ‘The Cher Show’ Reviews: Broadway’s Recycling Bin,"In the case of ""Network,"" Lee Hall's stage version of the 1976 Paddy Chayefsky-Sidney Lumet film about a network anchorman (played in the film by Peter Finch and onstage by Bryan Cranston) who cracks up midway through the evening news and starts telling the truth, the frosting has been whipped up by Ivo van Hove, Europe's most pretentious stage director. Working in close collaboration with Jan Versweyveld, the scenic and lighting designer, and Tal Yarden, the video designer, Mr. Van Hove has given us a TV-screens-and-Plexiglas production that looks thoroughly postmodern. The catch is that Mr. Hall's script, set in 1975, is a faithful adaptation of Chayefsky's screenplay, a once-prescient satire of the dumbed-down future of broadcast news. All of Chayefsky's predictions having long since come to pass, ""Network"" is thus a musty period piece: The bomb has already gone off.",Wall Street Journal,Terry Teachout,12/6/18
2,Three Tall Women,8,"Theater Review: Three Tall Women, Three Great Actresses","Although they move around while they do it, there's almost no action, barely a plot, and (apart from some unusual dynamics involving Miriam Buether's tricky, clever set design) little that could be called a special effect. They just stand and deliver, or sometimes sit and deliver, and nearly two hours later you realize that you may not have blinked for minutes at a time while they did it.",Vulture,Christopher Bonanos,3/29/18
2,Machinal,9,'Machinal' review. The machine age is murder,"Describing ""Machinal"" as ahead of its time is just the tip of the revelations in Sophie Treadwell's 1928 expressionist stunner. This little-known adventure in psychological, sociological and stylistic boundary-pushing -- not on Broadway in 86 years -- has been given a dazzling, daring revival that feels especially startling in the doggedly conventional environs of the Roundabout Theatre Company's American Airlines Theatre...It cannot be easy to play a character so tightly trapped behind society's facade. But Hall -- with a beanpole body like an exclamation point and a face of a thousand worried looks -- brings us deep inside the long, virtuosic bursts of halting half-sentences and tangled mazes of internal monologues.",Newsday,Linda Winer,1/16/14
0,Lucky Guy,6,Review: Tom Hanks shines in messy 'Lucky Guy',"Nora Ephron's last play is about the world of New York tabloids, and it's a lot like the messy subject she looks at - overindulgent, overstuffed and raucous. That's its charm as well as its undoing...Hanks, making his Broadway debut, is classic Hanks - lovable, touching and funny...After 16 scenes over two hours, McAlary emerges as a complex figure, both self-aggrandizing and yet also someone who genuinely seems to want to ""right wrongs""...Ephron seems to be bewitched by this lovable scamp. But the play leaves little lasting impression, like a day-old tabloid.",Associated Press,Mark Kennedy,4/1/13
2,The Crucible,8,Review: Ben Whishaw is bewitchingly good in ‘The Crucible’,"Posters for the new Broadway revival of ""The Crucible"" feature a photo of Saoirse Ronan, looking absolutely witchy as Abigail Williams. She's awfully good in it, but the real sorcery is delivered by Ben Whishaw. The English actor is astounding in Arthur Miller's classic tale about the Salem witch trials. He plays doomed farmer John Proctor and holds nothing back, going from slightly arrogant to flustered to full-out broken over the course of the play, a master stroke by a 35-year-old making his Broadway debut. The revival...is more uneven, lacking the singular, brilliant focus of van Hove's earlier revival this season...",Associated Press,Mark Kennedy,3/31/16
2,How to Succeed in Business Without Really Trying,9,How Daniel Radcliffe Succeeds on Broadway,"What Radcliffe and Ashford pull off in this surprisingly succulent production is a fairly exhilarating demonstration of how a well-run musical, like a well-run company, adapts itself to the peculiar talents of its personnel, and not the other way around. With Ashford's flair, Radcliffe's dogged discipline and great good humor, and a deep bench of performing talent, How to Succeed-written as a poke at at the gray-flannel innards of a mid-century business behemoth-moves with the fleet feet and bright-eyed buoyancy of a startup. Its satiric DNA may be rooted in the Sterling Cooper era, but the energy here is present-tense, urgent and undeniable.",New York Magazine,Scott Brown,3/27/11
1,Dead Accounts,6,'Dead Accounts' review: A slim sitcom,"...how did Holmes and a bushel of theater talents, including director Jack O'Brien, take a wrong turn into this slim screech of a sitcom, a scattershot slice of stereotypical life with characters as unbelievable as they are unlikeable? Written on commission by a theater in Rebeck's hometown of Cincinnati, the script pretends to embrace Midwest over New York values but flattens both into insults...On the plus side, audiences coming to see a miscast Holmes will be introduced to Norbert Leo Butz. The actor, actually the star of the play, does yet another of his nonstop hyperactive eccentrics with which he won Tonys in ""Dirty Rotten Scoundrels"" and ""Catch Me If You Can."" Sure, he starts at manic and revs up from there. If he seems to be working too hard this time, notice, please, how little there is to push against him.",Newsday,Linda Winer,11/29/12
1,Significant Other,8,Significant Other: EW stage review,"But what emerges as this play progresses is something sharper and more unsettling. If Harmon doesn't eschew cliches - the playwright wields them with surprising wit, in fact - he has crafted, in Jordan, a central character who defies them. On the surface, our protagonist is the sweetly nerdy guy you can always confide in, whose company you always enjoy - the perfect platonic date. But as his buddies begin to pair off, his loneliness deepens into a tragicomic, primal fear, turning ominous and even ugly at points.",Entertainment Weekly,Elysa Gardner,3/2/17
1,Rocky,7,Theater review: ‘Rocky’: A musical thrilla that’s vanilla,"With the electrifying climax they've come up with for the new musical version of ""Rocky,"" director Alex Timbers and his creative team reveal themselves to be true lords of the ring. It gives away nothing to describe the effect, because being in the Winter Garden Theatre...is the only way to appreciate completely its athletic panache and technical artistry...Although the performances by Karl and Margo Seibert, as his wallflower of girlfriend, Adrian, offer authentic moments of tenderness, they are let down by Stephen Flaherty and Lynn Ahrens's surprisingly tin-eared score, and the frequently movie-parroting book by Thomas Meehan and Sylvester Stallone.",Washington Post,Peter Marks,3/13/14
2,True West,7,Ethan Hawke and Paul Dano Wrestle to the Death in ‘True West’,Both the fun and menace of Sam Shepard's True West-and the latest Broadway adaptation which opened tonight has both in vivid bursts-is to see two brotherly opposites swap sides and spirits.,Daily Beast,Tim Teeman,1/24/19
0,Rocky,7,Rocky: Theatre Review,"""Nobody leaves the theater humming the scenery."" That old Broadway wisecrack, often attributed to Richard Rodgers, implies that no amount of eye-popping visuals in a show can overcome an unmemorable score. Rocky may be the exception. While the songs in this musicalization of the career-making 1976 Sylvester Stallone movie come and go without leaving much of an impression, the stage magic that director Alex Timbers and set designer Christopher Barrecawork with the finale fight is so visceral and exhilarating that it sends the audience out on a high. Of course, having an indestructible story with underdog characters worth rooting for doesn't hurt either...The ace up the show's sleeve, however, is...talented lead Andy Karl, who sticks close enough to the Stallone model in his characterization as Rocky Balboa while at the same time injecting fresh vitality and humor into the role...The delicate chemistry between Karl and Seibert breathes warmth into their outsider romance, and Adrian's solos, the melancholy ""Raining"" and ""I'm Done,"" in which she finally asserts herself and stands up to overbearing Paulie, are among the better numbers. But aside from the central couple, none of the other characters comes close to recapturing the colorful personality they had onscreen.",Hollywood Reporter,David Rooney,3/13/14
2,She Loves Me,8,She Loves Me,"...we all know that romantic comedies depend on chemistry-between leads. Laura Benanti and Zachary Levi have that in spades. As quarrelsome clerks in a Budapest perfume store in the heaven-sent She Loves Me, these two cuties irritate each other so much, they're obviously destined for cuddles and kisses...In a classic ""second couple"" subplot, the luscious Jane Krakowski plays a shopgirl having an ill-advised workplace affair with Gavin Creel's dapper cad. The Roundabout gets so much right in a splendid, joy-stuffed production: casting, design and even the reduced orchestra (guided with tremendous grace by Paul Gemignani)...Benanti, besides looking as lovely as ever and earning her laughs, shows off an old-fashioned soprano with affecting vibrato. Levi slips into Georg's skin with ease, exuding sweet modesty and just a pinch of hauteur.",TimeOut NY,David Cote,3/17/16
2,Good People,8,You'd be fortunate to meet 'Good People',"Rabbit Hole, which he adapted for a 2010 film, focused on an attractive, accomplished couple whose seemingly charmed life was shattered by the accidental death of their 4-year-old son. In contrast, the central figure in Lindsay-Abaire's excellent new play, Good People (* * * ½ out of four), is a woman for whom things can only get better.",USA Today,Elysa Gardner,3/3/11
2,Evita,8,‘Evita’ returns to Broadway with Ricky Martin adding extra shine Read more: http://www.nydailynews.com/entertainment/evita-opens-broadway-starring-ricky-martin-argentinian-actress-elena-roger-article-1.1056595#ixzz1rHUKTVHc,"Ricky Martin gives a great big touch of star quality to the seductive revival of “Evita” at the Marquis. He also gives an appealing performance in the role of Che, which, like the show, has been re-imagined since the first Broadway run.",NY Daily News,Joe Dziemianowicz,4/5/12
0,Wicked,4,Wicked,"Described as a dense epic fantasy, 'Wicked,"" based on a novel, is an intricate work. It tells the story of Elphaba, the bright but neglected young girl born with green skin who is good and kind. How she turns into the wicked witch is a long, winding road filled with bizarre characters and strange plot twists. The problem with the show's book, by Winnie Holzman, is that it has to cover so much ground in a connect-the-dots fashion that we're deprived of the necessary depth and character development to make us really care about Elphaba or her unlikely friend Galinda, who later becomes Glinda the good witch. Director Joe Mantello handles the intimate scenes well, but he's not quite as successful moving the traffic on Eugene Lee's dark, mechanical set. The ensemble numbers are indistinguishable. The special effects were impressive but a show of this caliber needed more. Stephen Schwartz, the composer behind ""Godspell"" and ""Pippin,"" has written some lovely music, particularly his ballads for the witches, but the score is uneven and the beautiful melodies that marked his earlier works are disappointingly absent here.",NY1,Roma Torre,10/31/03
0,Allegiance,5,"'Allegiance' review: George Takei musical sunk by score, plot, staging","It's so depressing when a new musical that explores an important historical event turns out to have so many problems.78-year-old George Takei, who appears in a supporting role, was himself interned when he was a young boy and spearheaded the musical's development.",amNY,Matt Windman,11/8/15
1,Three Tall Women,9,‘Three Tall Women’ review: A trio of towering performances,"In ""Three Tall Women,"" the 1991 Edward Albee play finally making its Broadway debut at the Golden Theatre this week, the women are identified very simply: A, B and C. But, oh, such women director Joe Mantello has brought together. Glenda Jackson, making a welcome return to the New York stage after serving in Parliament for 23 years, is A, the 92-year-old (admitting only to 91) grande dame hovering on senility, lashing out at the other two at every opportunity. Laurie Metcalf, hard to miss these days with her recent Oscar nomination for ""Lady Bird"" and her return to TV in ""Roseanne,"" is B, the put-upon caretaker, and Tony nominee Alison Pill (""The Lieutenant of Inishmore"") is C, the lawyer.",Newsday,Barbara Schuler,3/29/18
2,How to Succeed in Business Without Really Trying,9,How to Succeed in Business Without Really Trying,"In fact, it's hard to unravel where Finch ends and Radcliffe begins, so thoroughly do the two seem to be entwined in this triumphant performance. On the surface, the British actor - with his squat, compact body and somewhat pasty complexion - seems an unlikely leading man. Though he has a stronger singing voice than Broderick and a limber, go-for-it approach to director Rob Ashford's exhaustingly acrobatic choreography, he's not a natural, effortless triple threat. But like Finch, he seems to be tapping into an almost bottomless reserve of willpower and determination to claim his place in the spotlight of a big-budget Broadway musical. Your eyes keep being drawn to him, even if he always lets you see him sweat.",Entertainment Weekly,Thom Geier,3/28/11
2,The Elephant Man,8,'The Elephant Man': Theater Review,"Pomerance's 1977 bio-drama calls for the central role to be performed without special makeup or prosthetics. It seems almost absurd witnessing hunky Cooper so subsumed by a character renowned for his grotesque deformities that we forget whom we're watching. But in Scott Ellis' production, directed with as much compassion as precision, the illusion becomes complete. In fact, Cooper's tremendously moving performance, along with the sensitive work of co-stars Patricia Clarkson and Alessandro Nivola, transforms this rather starchy play from patronizing edification into a haunting emotional experience.",Hollywood Reporter,David Rooney,12/7/14
0,A Delicate Balance,4,Glenn Close and John Lithgow too restrained in ‘Delicate Balance’,"This new ""A Delicate Balance"" is like a Christmas fruitcake that's been left out too long: It's boozy and loaded with goodies -- Glenn Close! John Lithgow! -- but it's also on the dry side. The booze you can almost taste because Edward Albee's characters are constantly liquoring up, probably to make up for their boredom. It's a feeling you too may share during Pam MacKinnon's bloodless production. She did a much better job with ""Who's Afraid of Virginia Woolf?"" two years ago...As the play turns to the absurd, Albee's writing brims with black humor and red-hot loathing. The show, by contrast, is a benign beige. Lithgow is best when Tobias is playing along with the women in his life, but his big letting-it-all-out scene feels forced. And Close's one-note, tight-lipped performance keeps the audience at arms' length, the way Agnes distances herself from family and friends. A delicate balance? By the end of Act 3, it might refer to the one between wakefulness and sleep.",New York Post,Elisabeth Vincentelli,11/20/14
0,Disgraced,6,Gretchen Mol Tackles Brutal ‘Disgraced',"Timely dramas on Broadway are in very short supply, and that alone makes the bow of Disgraced an event worth applauding...The play has lost its essential velocity in the move from Lincoln Center Theater, where Amir was played with a thousand volts of electricity by Aasif Mandvi...On the stage of the tiny Claire Tow Theater, Mandvi seemed ready to explode at any second. Dhillon is clearly a skilled actor, but his Amir doesn't fibrillate with the pent-up anger the character needs if he is to be credible. This may have something to do, as well, with the ciphered performance by Mol, who seems to be sleepwalking through the show. She's out of her league on the Broadway stage, and you can sense from the other actors that she's giving them nothing to work with. The dazzler in this production, staged again by Kimberly Senior, is Pittman, taut and almost serenely tough...It still raises deeply discomfiting questions. But this little off-Broadway potboiler has reduced to a simmer in the move to Times Square.",Deadline,Jeremy Gerard,10/23/14
2,Good People,8,"Choices Fueled by Anger, Poverty in 'Good People'","The excellent cast is rounded out by a few Southie denizens. Margie's money-grubbing landlady and so-called friend, Dottie, is played with a steely-eyed twinkle by the inimitable Estelle Parsons. Becky Ann Baker plays Margie's equally belligerent but supportive friend, Jean, and Patrick Carroll is sweetly sensitive as Stevie, a decent younger man who tries to help Margie despite her rudeness toward him.",Associated Press,Jennifer Farrar,3/4/11
2,Skylight,8,Review: 'Skylight' on Broadway is funny and poignant,"Mulligan, in a crackling revival of David Hare's ""Skylight"" that opened Thursday at the Golden Theater, starts and completes a spaghetti Bolognese during the first act, chopping onions and garlic and boiling water along the way. The whiff of sausage lingers deliciously during intermission. It's a fitting theatrical device because this show, quite simply, cooks. Mulligan, a spectacular Bill Nighy, the marvelous newcomer Matthew Beard and the director Stephen Daldry make alchemy onstage with their own red-hot talent. Funny, poignant and insightful, the West End transfer ""Skylight"" is a full meal in a place where appetizers often pass as entrees.",Associated Press,Mark Kennedy,4/2/15
1,Ain't Too Proud,8,"Theater Review: ""Ain't Too Proud""","The big draw of course are those timeless Motown tunes-most of them written by Smokey Robinson and Norman Whitfield: ""My Girl,"" ""Ain't Too Proud To Beg,"" ""Papa Was A Rolling Stone."" And thankfully, Director Des McAnuff put the songs front and center, bringing out the best in his outrageously talented company. But when it comes to biographical shows, it's nearly impossible to break from the clichéd formulas-the rise from rags to riches, the ravages of fame, the usual demons: drugs, booze, family sacrifice; and all of it magnified by the ever-present specter of racism.",NY1,Roma Torre,3/21/19
1,Sweat,10,‘Sweat’ review: Drama takes a timely look at American hardship,"""Sweat"" is an involving drama, calibrated to increase in intensity toward its brutal climax. Nottage, who won a Pulitzer for ""Ruined,"" explores her characters and their environment with the sensitivity of a master dramatist and the objectivity of a journalist. She doesn't provide any answers, only the faintest hope that people will take care of each other, even in desperate circumstances.",amNY,Matt Windman,3/26/17
2,The Mystery of Edwin Drood,9,"Broadway review: It's no mystery, 'Drood' cast has an infectious good time","Director Scott Ellis' lively, crowd-pleasing and — given the horrors of the East Coast storms and the abiding comedic quality of the material — very well-timed Broadway revival...all has the feeling of a live version of a star-laden holiday TV special, with many of the same pluses and minuses…As a solve-it-yourself, self-aware musical, ""Drood"" presents some traps, not all of which are here fully avoided. At various points, one has to force oneself to re-engage with the grand questions of the plot, which are not always tracked as adroitly as would be ideal. The best productions of ""Drood"" manage, at least in the final number, to exploit the way the lyrics allow the clutter of the show to fall away — and to help us ponder a few broader matters of life and death, at least in passing. That never happens here. But that was bothering almost no one inside Studio 54. Block, who seems relieved not to carry the entire enterprise, sounds particularly spectacular, as does Betsy Wolfe as the ripe ingenue Rosa Bud. Rivera, as one might imagine, could not be a more delightful presence in any romp in town.",Chicago Tribune,Chris Jones,11/13/12
2,Come From Away,8,Broadway review: Come from Away takes off on Broadway,"Although the residual shock of 9/11 gives it a strong current of emotion, Come from Away's multiple narratives mostly have low stakes; it's essentially a show about a bunch of people inconvenienced at once. When it touches on weightier concerns-one passenger is the mother of a missing firefighter-it falters; it is better at celebrating less consequential things, like a rowdy evening of initiation at a local bar, where the visitors are urged to kiss a cod and try a local rum called screech. A band of eight plays the spirited, Celtic-accented score, heavy on fiddle and bodhran and flute. Under Christopher Ashley's fluid direction, the 12 versatile actors form a true ensemble cast, playing dozens of roles as both the Plane People and the plain people who welcome them to their rock...Despite minor stumbles of craft, Come from Away makes a persuasive case for the value of good intentions. For this kind of uplift you don't need planes.",TimeOut NY,Adam Feldman,3/12/17
2,Act One,8,‘Act One’ Theater Review: Tony Shalhoub Does Triple Duty in Moss Hart Memoir,"In the book ""Act One,"" as well as its stage adaptation, the producer of ""Once in a Lifetime"" tells the very young Hart that he's written a good but ""noisy"" play...The Lincoln Center Theater production of ""Act One"" boasts 22 actors, most of them playing multiple roles, and there's a constantly revolving set of three tiers that features more than a dozen locales ranging from rooftops to stoops to alleys to theaters to offices to restaurants to speakeasies. Designed by Beowulf Boritt, this cityscape makes the original set for ""Sweeney Todd"" at the old Uris Theater look like a kids' jungle gym...The producer in Hart's book wasn't sure about the word ""noisy."" Regarding Lapine's ""Act One,"" the word ""fast"" is closer to the mark...Shalhoub also does triple duty, playing not only the mature Hart and Hart's father but Kaufman, as well. Watching Shalhoub's many physical transformations is one of the production's greatest pleasures and its major element of suspense...",The Wrap,Robert Hofler,4/17/14
0,The Cherry Orchard,6,‘Cherry Orchard’ review: Diane Lane stars in letdown of an update,"It hurts to have to say this. But the much-anticipated production, with Diane Lane at the top of a blazingly promising cast, is perplexing, stylistic gibberish. Worse, it is unmoving. With the conspicuous exception of Joel Grey in the small but crucial role of Firs, the old servant, and a few others, the production directed by Simon Godwin has only superficial historical moorings and lacks what Chekhov called ""the subtle elusive beauty of human grief.""",Newsday,Linda Winer,10/16/16
1,The Father,7,'The Father' on Broadway is a sour look at an aging man,"Once it becomes apparent what Zeller is up to, ""The Father"" has nowhere to go - it merely marks time until André completes his dreary spiral into despair and complete confusion. The ever-amazing Langella keeps this watchable for as long as possible, giving us an André who is alternately charming and irksome, pitiable and pathetic. But by the time this poor man is getting slapped around (or is he?) by a man who may or may not be his son-in-law, ""The Father"" has turned repetitive and sour. What's the point of this hall-of-mirrors, other than to reflect back the ugliness of humanity?",NJ.com,Christopher Kelly,4/14/16
2,Ain't Too Proud,9,"The Temptations Broadway Jukebox Musical, ‘Ain’t Too Proud,’ Is a Gold-Standard Triumph","Oh no, the heart sinks, another jukebox musical on Broadway. So many-Cher, Donna Summer-have been varying degrees of cringe. But after leaving Ain't Too Proud: The Life and Times of The Temptations, which opened tonight at the Imperial Theatre (to November 24), a happy revelation: This jukebox musical not only has life, it also has wit, intelligence, while also looking stunning and full of energy.",Daily Beast,Tim Teeman,3/21/19
2,The Realistic Joneses,8,The Realistic Joneses: Theater Review,"The absurdist intellectual humor of playwright Will Eno is very much an acquired taste, provoking as much discomfort as laughs, and placing him somewhere between Samuel Beckett and Edward Albee. But theatergoers willing to dive into the sea of ellipses in this mordant, melancholy existential sitcom will find the waters bracing...Is The Realistic Joneses an ideal fit for Broadway? Not if the uncomfortable audience behavior at a press performance a few nights prior to opening was any indication. The anxious smattering of applause during scene changes seems a symptom of a crowd unsure how to react but conditioned to believe that star talent demands some noise. While the play is stuffed with droll wordplay and wry comic observations that hit the mark, you can also feel much of its humor and poetry not quite landing - getting lost in the airy space of a large auditorium. A work in which the awkwardness of intimacy is a key theme might seem more at home someplace cozier.",Hollywood Reporter,David Rooney,4/6/14
2,The Cripple of Inishmaan,9,Review: Dark Humor Wins in 'Cripple of Inishmaan',"McDonagh ricochets between crass humor, careless cruelty and tender sorrow, all the while poking fun at Irish folklore, toying with stereotypes, and setting his characters up to have their dreams crushed. He suddenly reverses their backstories or presents unseen sides to their personalities that upend what the audience thinks it knows...While Billy's coming of age is tinged with melodrama by McDonagh's fervid plotting, he and his fellow Inishmaan residents remain memorable and richly drawn, providing an evening of boisterous theatricality that overlays buried empathy for our shared human frailties.",Associated Press,Jennifer Farrar,4/20/14
1,Gigi,5,'Gigi' theater review,"The stage version of the 1958 MGM movie musical ""Gigi"" is a good example of what the late composer Mary Rodgers called a ""why musical"" -- a tolerable but ultimately pointless adaptation that adds little to, and is inferior than, the source upon which it is based...Efforts to flesh out Gigi and her beau Gaston come off as labored...As directed by Eric Schaeffer (""Newsies""), the production has an elegant look and lively movement but nevertheless feels empty and stalled. Hudgens gives the sort of sincere but clumsy performance you'd expect to see in, well, a high school musical. But all things considered, she has been given a near-impossible task of injecting life and charm into what is essentially a two-and-a-half-hour slog.",amNY,Matt Windman,4/8/15
1,Cabaret,8,"‘Cabaret’ Theater Review: Michelle Williams Tackles Sally Bowles, Alan Cumming Auditions for ‘Hedwig’","With this 2014 ""Cabaret,"" audiences will come to see Fraulein Schneider and Herr Schultz, and that's the big change with Mendes and Marshall's remounting...At Studio 54, Linda Emond and Danny Burstein take the middle-aged Schneider and Schultz and turn them into mature star-crossed lovers whose hearts beat more passionately than any teenagers' ever could...Michelle Williams also begins well, as the third-rate chanteuse who will never graduate from the Kit Kat Klub...One thing is clear: This Sally will do anything to succeed, and as cookies go she's too tough to crack in the arms of any man, gay or straight...Alan Cumming is back in the role that Joel Grey made famous. Despite several returns to the Emcee, Grey always remained a nasty little imp. Cumming, on the other hand, is now giving a self-referential performance that softens the character considerably.",The Wrap,Robert Hofler,4/24/14
2,The Nance,9,Legit Review: ‘The Nance’,"Lincoln Center Theater's stunning production of Douglas Carter Beane's ""The Nance"" is a textbook example of how to put on a classy show. It helps to have a bona fide (and certifiably bankable) star like Nathan Lane casting his glow in the title role of a Depression-era comic who plays ""pansy parts"" in burlesque shows. Another smart move was booking this period piece into a beautiful old Broadway house. The final coup was entrusting the helming to Jack O'Brien, whose impeccable taste in casting and keen eye for design guarantee a seamless show.",Variety,Gordon Cox,4/15/13
2,Mean Girls,8,‘Mean Girls’ Review: Tina Fey Musical Makes Broadway Honor Roll,"Vibrant, beautifully sung and visually splendid, this funny charmer - book by Fey, music by Jeff Richmond and lyrics by Nell Benjamin - broadens the original Paramount movie - a bar-raiser for teen flicks - to full musical comedy scale without sacrificing any of the mordancy and compassion that made a superstar of Lindsay Lohan and a generational descriptor of the title. Directed and choreographed by The Book of Mormon's Casey Nicholaw (and produced by, among others, Lorne Michaels, who surveyed this preview performance with the same inscrutable, puckered expression caught occasionally by the cameras of Saturday Night Live) Mean Girls, at the August Wilson Theatre, stays true to the plot (and well-remembered jokes and catchphrases) of the film while smoothly updating the high school mischief-making for the age of social media.",Deadline,Greg Evans,4/8/18
1,Present Laughter,7,Kevin Kline Does His Best Noel Coward: Review of ‘Present Laughter’,"Something in the writing of Present Laughter never raises the stakes to the level of gasping hilarity that true farce can elicit. The urbanity, wit, self-possession, and control of Garry, Monica, and Liz mean that we never think the demons they have to ward off will do as much as even graze their knees. There's no real driving plot in Present Laughter, just a battery of Coward's mots at their most bon. And like the best houseguest, just before it outstays its welcome, it takes its leave.",Daily Beast,Tim Teeman,4/5/17
2,Arcadia,8,Stoppard's 'Arcadia' Returns Winningly to Broadway,"Crudup, who originated the role of the tutor on Broadway in 1995, delivers a quite brilliant portrayal of the weasellike university don desperate to find a Lord Byron connection and burnish his credentials. Esparza, as a graduate student of mathematics who focuses on grouse population, has taken a quieter role and made it heartbreaking.",Associated Press,Mark Kennedy,3/17/11
2,Death of a Salesman,8,It's very easy to buy into new 'Death of a Salesman' revival,"Garfield vividly traces Biff's evolution from a confident, charismatic teenager to a man crippled by his father's expectations and mistakes. The U.K.-bred actor's body language, spry and vigorous in youthful scenes, slackens; even his canny New York accent sharpens, as a local's might, in excitement or under duress. ... All the performances are at once authentic and timeless, much like Jo Mielziner's abstract set design and Alex North's haunting incidental music, both restored from 1949's original staging.",USA Today,Elysa Gardner,3/15/12
2,Hadestown,9,"Review: The Metamorphosis of ‘Hadestown,’ From Cool to Gorgeous","The gods, or more likely Ms. Chavkin and her creative team, have saved ""Hadestown"" on its way uptown - via Edmonton and London - by turning it into something very much warmer, if not yet ideally warm. The story is clearer, the songs express that story more directly and the larger themes arise from it naturally rather than demanding immediate attention like overeager undergraduates.",New York Times,Ben Brantley,4/17/19
2,The Mystery of Edwin Drood,9,Finishing Dickens,"""The Mystery of Edwin Drood"" ran for 608 performances. Now the Roundabout Theatre Company has brought ""Drood"" back to Broadway in a revival directed with rip-roaring éclat by Scott Ellis, and I'll be surprised if it doesn't run at least as long as the original 1985 production. For sheer fun, this show is hard to top.",Wall Street Journal,Terry Tecahout,11/13/12
1,Evita,7,NY Review: 'Evita',"The production is entertaining enough for those who are satisfied to hear the now-familiar score—including “You Must Love Me,” which was written for the 1996 film version starring Madonna—pleasantly performed. Musical supervisor–conductor Kristen Blodgette deserves credit for the precise delivery of Rice’s wordy lyrics and Lloyd Webber’s rich tunes. But if you yearn for a powerful wallop to your gut, listen to either of the original cast albums and fall under the spell of Paige or LuPone.",Backstage,David Sheward,4/5/12
0,Gigi,5,Vanessa Hudgens in 'Gigi' on Broadway: Where are we again?,"Hudgens has to come up with a Gigi in an era when it is generally thought best that little girls are allowed to grow up in a most delightful way, far away from the prying eyes of older suitors waiting for them to bloom...Heidi Thomas...clearly is aware of these issues. She amps up Gigi's moments of rebellion from her chosen path...That would all be well and good if Hudgens had got the memo. But for most of this show she comes up with the most girlie Gigi you could possibly imagine: it is as if she were told to be as chirpy and childlike as possible, skipping around the stage and, at times, bending at the waist like a rag doll...Hudgens is, for sure, sincere and working hard. But her safe-as-the-valley Gigi feels Californian all the way and, well, not even remotely French. Actually, nothing in this show (and I include both the earnest McGillin and the setting by Derek McLane, replete with a mini Eiffel Tower) feels even remotely French. And without that je ne sais quoi, well, you're left with a piece sans any viable identity.",Chicago Tribune,Chris Jones,4/8/15
2,On Your Feet!,9,Gloria Estefan is shaking up this sad Broadway season,"Miserable affairs, angsty German teens and sad-sack British royals - in shows like ""Thérèse Raquin,"" ""Spring Awakening"" and ""King Charles III"" - have made the season a dour one. Even the blockbuster ""Hamilton"" ends on a melancholy note. So it's a pleasure to welcome ""On Your Feet!,"" the rare show that earns its exclamation mark. Inspired by the life and music of Gloria and Emilio Estefan, it literally gets the audience off its seats and into a conga line.",NY Post,Elisabeth Vincentelli,11/5/15
0,A Delicate Balance,6,"'A Delicate Balance' review: Great Edward Albee, tepid production","...although the play still dazzles with wit, gorgeous writing and the lurking terror of mortality, we miss the accumulating shock he gave to the characters' lives of cozy self-satisfaction. Director Pam MacKinnon...spells things out here instead of letting Albee toy with us through suggestion and suspense...Albee...challenges actors with tyrannical syntactic demands -- mouthfuls of polysyllabic, unforgiving, grown-up paragraphs that require virtuosos to make them sound like speech. Lithgow is droll and manor-born as the retired Tobias, though we never believe he is as ineffectual as Agnes claims. Oddly, Close, who has three best-actress Tonys, seemed daunted at a recent preview by Agnes' exhilarating but Olympian monologues. Stumbling over the words is a special problem for a silver fox who fancies herself the fulcrum of the family's equilibrium...instead of upsetting the balance of self-satisfied old money, the scene screams ostentation. Nothing, alas, is delicate.",Newsday,Linda Winer,11/20/14
0,Be More Chill,4,"‘Be More Chill’ found an audience online. But in a Broadway theater, it lost me.","I couldn't be less chill, not after sitting through the insipid ""Be More Chill"" for the second time. I saw it last year off-Broadway, a perch on which it landed by virtue of the mad crush many young folk developed for a cast recording that streamed online long before a New York engagement was ever in the works. It is, in that sense, the first musical to click its way onto Broadway, where it had its official opening at the Lyceum Theatre on Sunday. And, boy, were my misgivings from my initial encounter confirmed. ""Be More Shrill"" would be a better title for director Stephen Brackett's heinously overamplified and overacted production, built on the story of a nerd played by the intrepid Will Roland, who takes a magic pill to become popular with the high school ""in"" crowd.",Washington Post,Peter Marks,3/10/19
